,ticker,stockRating,valuation,financialHealth,businessModel,businessOperation,rsRating,taScore,highestPrice,lowestPrice,priceChange3m,priceChange1y,beta,alpha,businessModel_delme,businessEfficiency,assetQuality,cashFlowQuality,bom,businessAdministration,productService,businessAdvantage,companyPosition,industry,operationRisk,industryEn,loanGrowth,depositGrowth,netInterestIncomeGrowth,netInterestMargin,costToIncome,netIncomeTOI,businessOperation_delme,avgROE,avgROA,last5yearsNetProfitGrowth,last5yearsRevenueGrowth,last5yearsOperatingProfitGrowth,last5yearsEBITDAGrowth,last5yearsFCFFGrowth,lastYearGrossProfitMargin,lastYearOperatingProfitMargin,lastYearNetProfitMargin,TOIGrowth,industryEn_delme,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth_delme,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA,industryEn_delme,valuation_delme,pe,pb,ps,evebitda,dividendRate,industryEn_delme,loanDeposit_delme,badLoanGrossLoan_delme,badLoanAsset_delme,provisionBadLoan_delme,financialHealth_delme,netDebtEquity_delme,currentRatio_delme,quickRatio_delme,interestCoverage_delme,netDebtEBITDA_delme
233,CMC,,2.4,2.0,,2.4,,,16600.0,4400.0,-0.296,-0.63,0.54,-0.003,,,,,,,,,,,,Automobiles,,,,,,,2.4,2.0,2.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,,Automobiles,,,,,2.0,2.0,3.0,2.0,2.0,1.0,Automobiles,2.4,1.0,5.0,4.0,1.0,1.0,,,,,,3.1,3.0,3.0,3.0,3.0,3.0
234,CMD,,3.8,4.8,3.5,1.9,,,31251.8,14958.5,-0.137,-0.456,-0.05,-0.0014,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Building Materials & Fixtures,,,,,,,1.9,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,Building Materials & Fixtures,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Building Materials & Fixtures,3.8,3.0,4.0,5.0,3.0,5.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
235,CMF,3.3,3.8,4.6,3.5,3.7,3.0,1.0,295000.0,123100.0,-0.24,-0.259,0.22,0.0004,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Food Products,,,,,,,3.7,5.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,2.0,2.0,,Food Products,,,,,4.6,5.0,4.0,4.0,5.0,5.0,Food Products,3.8,4.0,3.0,5.0,4.0,3.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
236,CMG,2.4,1.8,4.2,3.0,2.5,1.8,1.0,53000.0,32000.0,-0.2,-0.016,1.12,0.0018,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Computer Services,,,,,,,2.5,2.0,2.0,4.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,,Computer Services,,,,,4.2,4.0,3.0,4.0,5.0,5.0,Computer Services,1.8,1.0,2.0,3.0,2.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
237,CMI,,2.9,1.8,,2.1,,,3900.0,1973.0,0.038,-0.27,0.29,0.0003,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,2.1,1.0,3.0,1.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,,Building Materials & Fixtures,,,,,1.8,5.0,1.0,1.0,1.0,1.0,Building Materials & Fixtures,2.9,5.0,1.0,2.0,4.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
238,CMK,,3.5,1.6,,1.2,,,6800.3,6800.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Industrial Machinery,,,,,,,1.2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Industrial Machinery,,,,,1.6,1.0,2.0,3.0,1.0,1.0,Industrial Machinery,3.5,4.0,4.0,5.0,3.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
239,CMM,,3.5,3.0,,1.3,,,8448.0,7458.0,-0.053,-0.053,-0.33,-0.0008,,,,,,,,,,,,Food Products,,,,,,,1.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,Food Products,,,,,3.0,3.0,3.0,3.0,5.0,1.0,Food Products,3.5,5.0,1.0,5.0,5.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
240,CMN,,1.9,4.2,3.5,2.2,,,88918.0,39046.6,0.267,0.087,0.26,0.0026,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Food Products,,,,,,,2.2,3.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,,Food Products,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Food Products,2.8,2.0,3.0,5.0,2.0,3.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
241,CMP,2.9,3.1,3.0,3.5,1.5,3.6,,8100.0,8067.6,0.004,0.004,0.0,0.0,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Transportation Services,,,,,,,1.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,,Transportation Services,,,,,3.0,4.0,3.0,4.0,1.0,3.0,Transportation Services,3.1,5.0,4.0,2.0,2.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
242,CMS,3.0,3.1,4.8,,2.1,4.2,1.0,36800.0,6800.0,-0.43,-0.772,1.22,-0.0033,,,,,,,,,,,,Heavy Construction,,,,,,,2.1,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,,Heavy Construction,,,,,4.8,5.0,5.0,5.0,5.0,4.0,Heavy Construction,3.1,4.0,4.0,2.0,3.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
243,CMT,,4.3,3.4,,3.4,,,27120.0,9617.0,-0.364,-0.521,0.77,-0.0011,,,,,,,,,,,,Software,,,,,,,3.4,3.0,3.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,,Software,,,,,3.4,3.0,3.0,3.0,5.0,3.0,Software,4.3,5.0,5.0,5.0,4.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
244,CMV,2.7,3.5,3.8,3.5,1.5,2.5,1.5,18671.1,7800.0,-0.304,-0.308,0.33,-0.0006,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Broadline Retailers,,,,,,,1.5,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Broadline Retailers,,,,,3.8,4.0,4.0,3.0,5.0,3.0,Broadline Retailers,3.8,4.0,4.0,5.0,4.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
245,CMW,2.7,2.6,3.8,3.5,2.0,1.7,,14626.8,8030.4,0.297,-0.118,0.27,0.0008,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Water,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,,Water,,,,,3.8,4.0,2.0,3.0,5.0,5.0,Water,2.6,2.0,3.0,2.0,4.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
246,CMX,2.4,3.3,3.4,3.0,2.2,1.8,1.0,24000.2,5200.0,-0.425,-0.565,1.41,-0.0008,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Farming & Fishing,,,,,,,2.2,2.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,2.0,,Farming & Fishing,,,,,3.4,3.0,4.0,3.0,4.0,3.0,Farming & Fishing,3.3,3.0,4.0,5.0,3.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
247,CNA,,2.0,2.4,,1.0,,,43900.0,43900.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Farming & Fishing,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Farming & Fishing,,,,,2.4,5.0,2.0,3.0,1.0,1.0,Farming & Fishing,2.0,5.0,1.0,1.0,1.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
248,CNC,3.0,3.1,4.4,3.4,3.3,2.7,1.0,32830.3,24751.0,0.044,0.013,0.35,0.0009,3.4,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,Pharmaceuticals,,,,,,,3.3,5.0,4.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,,Pharmaceuticals,,,,,4.4,5.0,4.0,3.0,5.0,5.0,Pharmaceuticals,3.1,4.0,2.0,4.0,3.0,3.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
249,CNG,2.9,4.0,4.4,3.5,2.1,2.4,1.0,43258.4,19300.0,-0.365,-0.159,1.39,0.0017,3.5,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,Gas Distribution,,,,,,,2.1,3.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,,Gas Distribution,,,,,4.4,5.0,3.0,4.0,5.0,5.0,Gas Distribution,4.0,4.0,3.0,5.0,5.0,3.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
250,CNN,,2.1,2.0,,2.2,,,36900.0,17967.0,-0.039,0.337,0.02,0.0035,,,,,,,,,,,,Heavy Construction,,,,,,,2.2,2.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.0,3.0,2.0,3.0,1.0,1.0,Heavy Construction,1.9,1.0,2.0,4.0,2.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
251,CNT,3.0,3.8,3.6,3.0,3.1,3.5,1.0,32119.0,10457.0,-0.261,-0.538,0.03,0.0077,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,3.1,5.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,,Heavy Construction,,,,,3.6,5.0,3.0,4.0,1.0,5.0,Heavy Construction,3.8,5.0,3.0,3.0,5.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
252,COM,2.6,3.1,5.0,3.0,1.3,2.4,1.0,76000.0,27400.0,-0.32,-0.261,0.57,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Specialty Retailers,,,,,,,1.3,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Specialty Retailers,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Specialty Retailers,3.1,1.0,4.0,5.0,3.0,4.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
253,CPA,,3.3,1.8,,1.0,,,15040.0,8000.0,0.02,-0.038,-0.09,0.0007,,,,,,,,,,,,Soft Drinks,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Soft Drinks,,,,,1.8,3.0,2.0,2.0,1.0,1.0,Soft Drinks,3.3,5.0,2.0,1.0,5.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
254,CPC,,4.3,4.8,,1.7,,,23182.4,13100.0,-0.16,-0.34,0.06,-0.0011,,,,,,,,,,,,Specialty Chemicals,,,,,,,1.7,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,Specialty Chemicals,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Specialty Chemicals,4.0,3.0,4.0,5.0,4.0,5.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
255,CPH,,4.5,2.4,,2.4,,,300.0,259.9,0.0,0.154,-0.04,0.0006,,,,,,,,,,,,Specialized Consumer Services,,,,,,,2.4,4.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,,Specialized Consumer Services,,,,,2.4,5.0,3.0,2.0,1.0,1.0,Specialized Consumer Services,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
256,CPI,,1.4,3.8,,1.9,,,6700.0,2700.0,-0.339,-0.563,-0.04,-0.0022,,,,,,,,,,,,Transportation Services,,,,,,,1.9,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,,Transportation Services,,,,,3.8,4.0,2.0,3.0,5.0,5.0,Transportation Services,1.4,2.0,1.0,2.0,1.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
257,CQN,2.7,2.0,4.2,,2.5,2.7,2.0,28700.0,14600.0,0.025,0.018,0.21,0.0017,,,,,,,,,,,,Farming & Fishing,,,,,,,2.5,2.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,,Farming & Fishing,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Farming & Fishing,2.0,2.0,3.0,1.0,1.0,3.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
258,CQT,,3.8,3.2,,2.6,,,15000.0,9959.0,-0.184,0.071,0.19,0.001,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,2.6,5.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,Building Materials & Fixtures,,,,,3.2,3.0,1.0,2.0,5.0,5.0,Building Materials & Fixtures,3.8,5.0,3.0,5.0,4.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
259,CRC,2.9,3.8,3.2,3.5,2.9,1.4,,11750.0,5000.0,-0.263,-0.509,1.12,-0.0013,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Building Materials & Fixtures,,,,,,,2.9,2.0,2.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,2.0,,Building Materials & Fixtures,,,,,3.2,3.0,4.0,4.0,3.0,2.0,Building Materials & Fixtures,3.8,4.0,5.0,5.0,3.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
260,CRE,2.9,2.6,4.4,3.0,3.8,2.7,1.0,25621.5,9800.0,-0.281,-0.513,0.98,-0.0012,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,3.8,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,,Real Estate Holding & Development,,,,,4.4,4.0,4.0,5.0,5.0,4.0,Real Estate Holding & Development,2.9,4.0,4.0,2.0,2.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
261,CSC,2.9,3.9,3.4,3.3,3.7,2.0,1.0,125006.0,24700.0,-0.436,-0.61,1.87,-0.0004,3.3,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,3.7,3.0,2.0,5.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,,Heavy Construction,,,,,3.4,4.0,4.0,3.0,1.0,5.0,Heavy Construction,3.9,5.0,3.0,4.0,5.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
262,CSI,2.4,1.0,4.2,2.6,2.8,2.9,1.0,96073.0,35683.0,-0.148,0.85,1.06,0.0035,2.6,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,Investment Services,,,,,,,2.8,2.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,,Investment Services,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Investment Services,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,2.0,4.1,4.0,5.0,5.0,4.0,4.0
263,CSM,2.0,2.0,2.0,3.4,1.4,2.2,1.0,19317.8,13700.0,-0.164,-0.264,0.57,-0.0003,3.4,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,Tires,,,,,,,1.4,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,Tires,,,,,2.0,2.0,3.0,2.0,2.0,1.0,Tires,2.0,1.0,3.0,5.0,1.0,1.0,,,,,,3.1,3.0,3.0,3.0,3.0,3.0
264,CST,2.5,4.5,3.8,,1.2,2.2,1.0,21213.2,11190.0,-0.207,-0.031,0.58,0.0009,,,,,,,,,,,,Coal,,,,,,,1.2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Coal,,,,,3.8,4.0,2.0,3.0,5.0,5.0,Coal,4.5,5.0,4.0,5.0,5.0,3.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
265,CSV,3.2,4.1,5.0,3.2,3.1,2.6,1.0,64956.5,23800.0,-0.307,-0.276,1.29,0.001,3.2,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,Specialty Chemicals,,,,,,,3.1,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,,Specialty Chemicals,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Specialty Chemicals,4.1,5.0,3.0,3.0,5.0,4.0,,,,,,3.7,4.0,4.0,4.0,3.0,4.0
266,CT3,,3.5,2.2,,1.3,,,9241.1,5143.6,0.225,0.018,-0.05,0.0013,,,,,,,,,,,,Heavy Construction,,,,,,,1.3,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.2,3.0,3.0,3.0,1.0,1.0,Heavy Construction,3.5,2.0,5.0,5.0,4.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
267,CT6,,4.0,4.0,,2.3,,,9343.0,3700.0,-0.055,-0.358,0.12,0.0012,,,,,,,,,,,,Heavy Construction,,,,,,,2.3,2.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,,Heavy Construction,,,,,4.0,4.0,3.0,3.0,5.0,5.0,Heavy Construction,4.0,5.0,4.0,5.0,4.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
268,CTA,,4.5,3.6,,1.0,,,2900.0,1500.0,-0.211,-0.464,-0.12,-0.0016,,,,,,,,,,,,Heavy Construction,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,3.6,5.0,3.0,4.0,1.0,5.0,Heavy Construction,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
269,CTB,3.0,4.0,3.0,3.5,2.6,3.9,1.0,27577.2,15900.0,-0.172,-0.375,-0.14,-0.0013,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Industrial Machinery,,,,,,,2.6,3.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,,Industrial Machinery,,,,,3.0,2.0,3.0,3.0,5.0,2.0,Industrial Machinery,4.0,4.0,4.0,5.0,3.0,5.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
270,CTC,,4.4,1.6,,2.2,,,11800.0,1400.0,-0.463,-0.735,1.66,-0.0022,,,,,,,,,,,,Travel & Tourism,,,,,,,2.2,3.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,,Travel & Tourism,,,,,1.6,2.0,2.0,2.0,1.0,1.0,Travel & Tourism,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.2,4.0,3.0,4.0,2.0,3.0
271,CTD,2.4,3.6,3.6,3.0,1.1,1.6,1.5,113600.0,25200.0,-0.47,-0.579,1.47,-0.0012,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,3.6,4.0,4.0,4.0,1.0,5.0,Heavy Construction,3.6,5.0,5.0,5.0,1.0,2.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
272,CTF,2.5,1.8,2.8,2.6,2.1,3.7,2.0,28400.0,18400.0,0.462,0.447,0.28,0.0021,2.6,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,Automobiles,,,,,,,2.1,1.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,,Automobiles,,,,,2.8,2.0,3.0,4.0,4.0,1.0,Automobiles,1.8,1.0,2.0,5.0,1.0,1.0,,,,,,3.1,3.0,3.0,3.0,3.0,3.0
273,CTG,2.8,3.1,3.4,3.0,3.2,2.3,2.0,37650.0,19800.0,0.037,-0.149,1.38,0.0015,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Banks,3.0,3.0,3.0,2.0,5.0,3.0,3.2,4.0,2.0,4.0,,,,,,,,3.0,Banks,1.0,4.0,4.0,5.0,3.4,,,,,,Banks,3.1,4.0,3.0,,,2.0,,2.0,3.0,4.0,3.0,3.0,,,,,
274,CTI,2.4,2.8,1.8,3.0,1.9,2.4,2.5,28850.0,10650.0,-0.146,-0.42,1.28,-0.0004,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,1.9,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,,Heavy Construction,,,,,1.8,1.0,2.0,3.0,2.0,1.0,Heavy Construction,3.0,2.0,5.0,4.0,2.0,2.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
275,CTN,,3.0,2.4,,1.1,,,4000.0,1000.0,-0.077,-0.7,0.14,-0.0038,,,,,,,,,,,,Heavy Construction,,,,,,,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,Heavy Construction,,,,,2.4,5.0,2.0,2.0,2.0,1.0,Heavy Construction,3.0,5.0,1.0,5.0,3.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
276,CTP,,4.5,4.2,,1.1,,,10200.0,3500.0,-0.35,-0.541,0.94,-0.0013,,,,,,,,,,,,Soft Drinks,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Soft Drinks,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Soft Drinks,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
277,CTR,2.7,2.1,4.4,3.0,3.9,2.0,1.0,96288.0,37700.0,-0.293,-0.216,1.24,0.0002,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,3.9,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,,Heavy Construction,,,,,4.4,5.0,3.0,4.0,5.0,5.0,Heavy Construction,2.1,2.0,1.0,4.0,3.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
278,CTS,2.9,2.1,3.0,3.0,4.2,2.2,3.0,35700.6,7540.0,-0.236,-0.509,1.83,0.0003,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Investment Services,,,,,,,4.2,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,Investment Services,,,,,3.0,2.0,3.0,4.0,5.0,1.0,Investment Services,2.4,4.0,3.0,2.0,1.0,1.0,,1.0,2.0,3.0,2.0,4.1,4.0,5.0,5.0,4.0,4.0
279,CTT,,3.8,2.2,,2.3,,,22238.4,11582.5,-0.019,0.095,0.0,0.0012,,,,,,,,,,,,Industrial Machinery,,,,,,,2.3,4.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,,Industrial Machinery,,,,,2.2,1.0,2.0,3.0,3.0,2.0,Industrial Machinery,3.8,4.0,3.0,5.0,3.0,5.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
280,CTW,2.9,2.0,4.0,3.5,2.8,3.6,1.5,32082.1,12460.0,0.314,0.141,-0.19,0.0019,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Water,,,,,,,2.8,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,,Water,,,,,4.0,4.0,3.0,3.0,5.0,5.0,Water,2.0,1.0,3.0,1.0,3.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
281,CTX,2.0,1.8,2.4,3.0,1.2,2.5,1.0,11800.0,7200.0,0.0,-0.327,0.1,-0.0012,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,Heavy Construction,,,,,2.4,4.0,2.0,3.0,1.0,2.0,Heavy Construction,1.8,1.0,4.0,1.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
282,CVN,,4.1,5.0,,2.8,,,13200.0,2500.0,-0.492,-0.731,1.63,-0.0024,,,,,,,,,,,,Medical Equipment,,,,,,,2.8,3.0,4.0,1.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,,Medical Equipment,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Medical Equipment,4.1,5.0,5.0,2.0,5.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,3.0
283,CVP,,3.5,3.4,,1.3,,,10000.0,10000.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Transportation Services,,,,,,,1.3,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Transportation Services,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Transportation Services,3.5,5.0,1.0,5.0,5.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
284,CVT,2.5,1.8,3.0,3.0,1.8,4.4,1.0,51000.0,37000.0,0.081,-0.077,-0.07,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Building Materials & Fixtures,,,,,,,1.8,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,Building Materials & Fixtures,,,,,3.0,2.0,5.0,5.0,2.0,1.0,Building Materials & Fixtures,1.8,1.0,2.0,3.0,2.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
285,CX8,,3.0,3.6,,1.1,,,12700.0,4300.0,-0.019,-0.44,0.16,0.001,,,,,,,,,,,,Heavy Construction,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,3.6,5.0,3.0,4.0,1.0,5.0,Heavy Construction,3.0,2.0,5.0,5.0,2.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
286,CYC,2.1,3.5,3.0,,1.0,,1.0,6900.0,3300.0,-0.441,-0.389,0.06,-0.0015,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Building Materials & Fixtures,,,,,3.0,5.0,2.0,2.0,1.0,5.0,Building Materials & Fixtures,3.5,5.0,1.0,5.0,5.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
287,D11,,3.8,4.6,,3.3,,,33569.3,10000.0,-0.277,-0.657,0.72,-0.0029,,,,,,,,,,,,Real Estate Holding & Development,,,,,,,3.3,5.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,,Real Estate Holding & Development,,,,,4.6,5.0,4.0,4.0,5.0,5.0,Real Estate Holding & Development,3.8,4.0,5.0,3.0,4.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
